transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000370435.4	OGFRL1	6	1-79	71998640	72002998	9	29.00038622	0.310340695	13.79345247	OGFRL1_1
ENST00000342056.2	KCNQ5	6	1-378	73331918	73830214	22	136.9217358	0.160675731	96.45660191	KCNQ5_1
ENST00000342056.2	KCNQ5	6	379-652	73830215	73904237	43	100.3657771	0.428432891	32.78839139	KCNQ5_2
ENST00000265354.4	SRF	6	1-230	43139395	43141761	6	93.94498677	0.063867165	82.32818976	SRF_1
ENST00000262903.4	HACE1	6	1-213	105307517	105244879	21	63.59406814	0.330219478	38.65223036	HACE1_1
ENST00000262903.4	HACE1	6	415-910	105233026	105177537	72	144.8597361	0.497032522	45.04909846	HACE1_3
ENST00000341911.5	MYB	6	1-313	135502652	135515589	39	101.1862696	0.385427787	38.21795335	MYB_1
ENST00000370455.3	SMAP1	6	1-83	71377727	71442211	11	29.67412391	0.370693336	11.75175061	SMAP1_1
ENST00000371477.3	CDC5L	6	1-183	44355561	44371555	14	52.96015553	0.264349677	28.661051	CDC5L_1
ENST00000519065.1	HDAC2	6	1-381	114292072	114265523	15	116.0418835	0.129263672	87.98083855	HDAC2_1
ENST00000521978.1	RIMS1	6	1438-1693	73043484	73110416	43	74.33872075	0.578433414	13.21135753	RIMS1_3
ENST00000349129.2	DOPEY1	6	2069-2229	83863305	83866983	13	50.50820235	0.257383938	39.7295586	DOPEY1_2
ENST00000369208.3	SIM1	6	1-345	100911344	100868798	81	151.1954206	0.535730512	32.589592	SIM1_1
ENST00000370905.3	KLHL31	6	309-635	53519146	53516396	110	185.9757822	0.591474861	31.03801695	KLHL31_2
ENST00000368494.3	NUS1	6	1-148	117996834	118014233	3	37.33388028	0.080355966	31.57494817	NUS1_1
ENST00000367895.5	EYA4	6	520-640	133836515	133849943	11	33.02899951	0.333040666	14.69244684	EYA4_2
ENST00000367603.2	HIVEP2	6	1793-1851	143086077	143082668	5	29.05348105	0.172096417	30.50995817	HIVEP2_2
ENST00000421544.1	GRIK2	6	430-847	102266329	102503434	55	129.708025	0.424029277	55.04124441	GRIK2_2
ENST00000252050.4	CUL9	6	2188-2321	43188623	43190310	21	57.06002316	0.368033499	30.13763114	CUL9_2
ENST00000481273.1	PTK7	6	403-693	43100380	43111162	56	119.6343237	0.468093088	42.25078058	PTK7_2
ENST00000369002.4	SEC63	6	131-165	108243062	108234589	0	13.57038131	0	27.14076263	SEC63_2
ENST00000369329.3	MAP3K7	6	34-258	91296503	91261861	19	73.4541756	0.258664669	57.52388589	MAP3K7_2
ENST00000259750.4	TTBK1	6	1-252	43214399	43223489	26	105.5457286	0.246338723	59.95053541	TTBK1_1
ENST00000359015.4	MAP3K5	6	1-162	137113295	137041690	28	85.44211767	0.327707233	38.61792021	MAP3K5_1
ENST00000259803.7	GCM1	6	1-164	53010430	52995679	32	72.33280474	0.442399546	22.48959022	GCM1_1
ENST00000275072.4	PM20D2	6	1-172	89855864	89859034	28	59.76378998	0.468511117	16.88210125	PM20D2_1
ENST00000265351.7	XPO5	6	1-34	43543601	43543500	3	19.48106417	0.153995694	21.73714452	XPO5_1
ENST00000265351.7	XPO5	6	1079-1205	43492646	43491606	17	43.91378782	0.387122151	21.56106564	XPO5_3
ENST00000259746.9	TMEM63B	6	1-746	44102322	44122113	118	317.3824347	0.371791212	125.2537977	TMEM63B_1
ENST00000369485.4	RNGTT	6	1-56	89673128	89650796	1	26.42958446	0.037836388	24.46742085	RNGTT_1
ENST00000237201.1	SPACA1	6	1-63	88757624	88757812	8	24.08978484	0.332090969	10.74651259	SPACA1_1
ENST00000304611.8	PEX6	6	1-162	42946888	42946403	5	85.53344891	0.058456663	75.82573222	PEX6_1
ENST00000366787.3	THBS2	6	1-194	169650879	169648539	54	103.7452544	0.520505736	28.97143675	THBS2_1
ENST00000346085.5	ARID1B	6	1114-1163	157502307	157505508	3	21.31764171	0.140728512	24.86974728	ARID1B_2
ENST00000392108.3	MLLT4	6	1-119	168227813	168271121	12	41.45625198	0.289461768	20.92979319	MLLT4_1
ENST00000367178.3	SCAF8	6	1-581	155055035	155141418	106	183.2816039	0.578345004	32.58617437	SCAF8_1
ENST00000358372.4	WTAP	6	1-230	160157298	160176142	20	68.29361591	0.292853142	34.15067875	WTAP_1
ENST00000296946.2	T	6	1-223	166581079	166578154	47	98.46435252	0.477330108	26.89886759	T_1
ENST00000397829.4	TCP10	6	23-193	167794821	167789563	2	45.19288754	0.044254751	41.28139705	TCP10_2
ENST00000367097.3	TULP4	6	1-237	158735049	158870195	38	102.2126644	0.371773891	40.34007231	TULP4_1
ENST00000366832.2	TCP10L2	6	49-354	167587241	167595404	19	99.23381533	0.191466991	64.87168815	TCP10L2_2
ENST00000392185.3	SNX9	6	195-434	158323040	158353240	37	82.5354544	0.448292195	31.69996594	SNX9_2
ENST00000409806.3	ZC3H12D	6	152-528	149778028	149771819	63	143.5458534	0.438884151	45.19555493	ZC3H12D_2
ENST00000541970.1	PDCD2	6	1-50	170893669	170893520	1	20.65449819	0.048415604	18.7029138	PDCD2_1
ENST00000239367.2	LRP11	6	1-195	150185156	150184572	7	39.53482492	0.177059087	26.77423852	LRP11_1
ENST00000359775.5	ZDHHC14	6	1-284	157803054	158066868	51	122.7306039	0.415544277	41.92336197	ZDHHC14_1
ENST00000308192.9	PLG	6	782-811	161174004	161174093	0	11.25372029	0	11.25372029	PLG_2
ENST00000392142.4	MAP3K4	6	1402-1609	161529859	161537902	26	71.10778315	0.365642112	28.61447806	MAP3K4_2
ENST00000392092.2	TBP	6	153-340	170871281	170881353	12	58.7305491	0.204322966	37.18242469	TBP_2
ENST00000367341.1	RAET1L	6	33-84	150343368	150343213	0	19.26391794	0	38.52783589	RAET1L_2
ENST00000543571.1	LATS1	6	630-1131	150004337	149982865	91	158.6032342	0.573758791	28.81528427	LATS1_2
ENST00000325144.4	ZBTB2	6	1-50	151694772	151694623	1	17.22300407	0.05806188	15.28106595	ZBTB2_1
ENST00000366756.3	DLL1	6	1-299	170599227	170594477	41	104.3517633	0.392901842	38.46073884	DLL1_1
ENST00000447678.1	LPA	6	63-412	161071392	161050787	1	39.64743296	0.025222314	37.67265527	LPA_2
ENST00000367351.3	ULBP2	6	27-132	150263287	150267554	11	36.4827446	0.301512403	24.58871845	ULBP2_2
ENST00000354212.4	MAGI2	7	1-215	79082636	78150856	41	80.63314472	0.508475766	19.48065111	MAGI2_1
ENST00000354212.4	MAGI2	7	1162-1456	77755094	77648632	58	157.4455067	0.368381424	62.81162928	MAGI2_3
ENST00000382361.3	FSCN1	7	1-298	5632568	5642949	54	161.9317544	0.333473815	71.93934048	FSCN1_1
ENST00000275603.4	CCT6A	7	1-81	56119542	56122103	4	24.14381929	0.165673871	16.80651477	CCT6A_1
ENST00000393232.1	NRF1	7	67-504	129297390	129395021	32	172.4657503	0.185544086	114.4031611	NRF1_2
ENST00000181839.4	CDK13	7	1-275	39990241	39991065	8	109.6242402	0.072976561	94.20805269	CDK13_1
ENST00000181839.4	CDK13	7	682-966	40038961	40118319	27	96.50712146	0.2797721	50.06096815	CDK13_3
ENST00000297268.6	COL1A2	7	286-418	94038697	94040370	16	46.01213953	0.347734319	26.22214971	COL1A2_2
ENST00000262189.6	KMT2C	7	279-433	152007065	151960101	8	50.6087889	0.15807531	35.87339138	KMT2C_2
ENST00000262189.6	KMT2C	7	840-1320	151945001	151902192	47	139.6606213	0.33653008	61.47753503	KMT2C_5
ENST00000262189.6	KMT2C	7	4676-4912	151843689	151833917	34	95.15113232	0.357326278	39.30022579	KMT2C_8
ENST00000265388.5	TNPO3	7	1-230	128694824	128645076	25	80.68124731	0.309861347	38.427781	TNPO3_1
ENST00000361669.2	GRM3	7	147-410	86394900	86416338	51	144.7745091	0.352271959	81.12713564	GRM3_2
ENST00000541284.1	CNOT4	7	1-247	135123079	135095345	20	83.61650321	0.239187233	48.40024786	CNOT4_1
ENST00000318493.6	MET	7	1138-1409	116418847	116436178	47	87.33858914	0.538135553	18.63096015	MET_2
ENST00000437822.2	TAF6	7	302-376	99709550	99708828	5	33.32191074	0.150051419	37.67604899	TAF6_2
ENST00000242209.4	FKBP9	7	1-254	32997186	33020034	56	99.52206231	0.562689304	19.03266335	FKBP9_1
ENST00000242209.4	FKBP9	7	413-571	33039737	33044963	13	53.77693692	0.241739317	30.91954804	FKBP9_3
ENST00000265753.8	EIF4H	7	1-146	73588714	73604605	15	62.94709469	0.238295351	52.86685722	EIF4H_1
ENST00000265753.8	EIF4H	7	183-249	73609148	73609638	7	28.58612787	0.244874018	23.47409597	EIF4H_3
ENST00000323716.3	ARMC10	7	229-344	102733080	102739000	7	35.00621742	0.199964478	22.40596877	ARMC10_2
ENST00000361183.3	CAPZA2	7	231-287	116556147	116557921	2	20.42419835	0.09792306	16.62004447	CAPZA2_2
ENST00000337619.5	AP1S1	7	1-110	100797796	100802378	6	31.04134664	0.193290583	30.35996596	AP1S1_1
ENST00000337619.5	AP1S1	7	148-159	100803812	100803847	0	5.474229706	0	10.94845941	AP1S1_3
ENST00000300179.2	NYAP1	7	774-842	100091320	100091526	7	31.69155916	0.220879003	19.23771218	NYAP1_2
ENST00000265849.7	PMS2	7	668-863	6026394	6013030	3	56.84682343	0.052773397	51.00514362	PMS2_2
ENST00000393651.3	SRPK2	7	1-332	105029253	104783595	50	106.2668906	0.470513437	37.14070523	SRPK2_1
ENST00000393651.3	SRPK2	7	468-700	104782596	104758285	37	82.67519456	0.447534477	31.85426336	SRPK2_3
ENST00000262085.3	ZNF282	7	1-228	148892682	148903886	47	89.71088203	0.523905227	20.33442769	ZNF282_1
ENST00000262085.3	ZNF282	7	394-672	148910906	148921739	39	133.8330056	0.291407937	67.19791512	ZNF282_3
ENST00000377974.2	ATG9B	7	368-584	150716323	150715501	32	104.5954467	0.30594066	50.38554779	ATG9B_2
ENST00000252037.4	FKBP6	7	1-58	72742432	72742694	0	20.29837719	0	20.29837719	FKBP6_1
ENST00000222584.3	SP4	7	639-709	21521549	21550659	3	23.18161515	0.129412898	17.56985385	SP4_2
ENST00000428762.1	RELN	7	2330-2520	103179717	103162577	36	69.29062432	0.51955081	19.43632059	RELN_2
ENST00000288490.5	DGKI	7	1-716	137531608	137206712	111	237.741215	0.466894224	67.56647379	DGKI_1
ENST00000332397.6	SPDYE3	7	1-451	99905509	99917194	11	47.44403493	0.231852118	27.99440823	SPDYE3_1
ENST00000396946.4	CARD11	7	1-149	2998140	2984083	6	58.87107709	0.101917619	47.4825828	CARD11_1
ENST00000396946.4	CARD11	7	150-379	2984082	2977547	42	97.59618717	0.430344681	31.67066376	CARD11_2
ENST00000403050.3	PHF14	7	342-889	11030453	11142125	75	130.2951657	0.575616137	23.46637601	PHF14_2
ENST00000262432.8	METTL2B	7	38-268	128117137	128133992	26	68.2121697	0.381163656	34.26896388	METTL2B_2
ENST00000435765.1	PSMC2	7	54-434	102995366	103008501	35	132.267867	0.264614534	71.52937572	PSMC2_2
ENST00000325888.8	FLNC	7	1-306	128470692	128477758	60	142.9668332	0.419677758	48.14749871	FLNC_1
ENST00000325888.8	FLNC	7	1805-2726	128490871	128498577	234	399.0849801	0.586341285	68.28884078	FLNC_3
ENST00000360876.4	EIF3B	7	449-815	2406215	2419132	64	142.6096612	0.448777449	43.33141798	EIF3B_2
ENST00000297205.2	STEAP1	7	197-254	89790623	89791392	0	14.04750142	0	28.09500284	STEAP1_2
ENST00000473989.3	UBN2	7	1-112	138916231	138916566	8	52.68291915	0.151851874	37.89773415	UBN2_1
ENST00000347433.4	SRRT	7	1-59	100473212	100478960	9	47.28403953	0.190339068	30.99709114	SRRT_1
ENST00000347433.4	SRRT	7	60-877	100478961	100486170	212	365.1822832	0.580531997	64.2550665	SRRT_2
ENST00000324432.5	DTX2	7	282-415	76112400	76131629	3	43.14966342	0.069525455	64.30295287	DTX2_2
ENST00000430969.1	TNRC18	7	203-477	5428848	5428024	14	137.021675	0.102173616	110.4521056	TNRC18_2
ENST00000328914.4	FOXK1	7	1-114	4721940	4722281	0	52.2714993	0	52.2714993	FOXK1_1
ENST00000340940.4	KLRG2	7	1-263	139168388	139164962	58	110.0744273	0.52691621	24.63556744	KLRG2_1
ENST00000539352.1	ACTR3C	7	37-100	149990445	149983627	0	14.51599993	0	29.03199986	ACTR3C_2
ENST00000361125.1	SMURF1	7	1-41	98741403	98658302	4	15.06825094	0.265458812	11.52613722	SMURF1_1
ENST00000361125.1	SMURF1	7	402-758	98645333	98628207	67	142.4217975	0.470433608	49.79413601	SMURF1_3
ENST00000310974.4	DPY19L1	7	623-676	34977610	34971185	0	11.37829735	0	11.37829735	DPY19L1_2
ENST00000000233.5	ARF5	7	36-96	127229175	127230149	0	21.12095095	0	42.24190191	ARF5_2
ENST00000510829.2	KCTD7	7	1-65	66236887	66240229	5	24.63319424	0.202978142	15.64808495	KCTD7_1
ENST00000359579.4	AKR1B10	7	182-224	134221516	134222344	0	11.97194558	0	23.94389116	AKR1B10_2
ENST00000329959.4	WBSCR16	7	1-205	74489573	74480430	41	71.84454835	0.570676564	13.24228748	WBSCR16_1
ENST00000329959.4	WBSCR16	7	206-465	74480429	74457140	1	23.23185352	0.043044349	21.27489787	WBSCR16_2
ENST00000406797.1	PRKAR1B	7	184-286	635941	618926	13	54.50525373	0.238509118	45.74346626	PRKAR1B_2
ENST00000401878.3	RBM33	7	1100-1171	155559272	155567735	6	23.87336922	0.251326067	19.17468912	RBM33_3
ENST00000416283.2	PHTF2	7	446-752	77567126	77584195	40	75.88555536	0.527109538	16.96993687	PHTF2_2
ENST00000334955.8	RSBN1L	7	443-572	77379364	77402554	9	41.70536146	0.215799592	37.80943084	RSBN1L_2
ENST00000306177.5	USP42	7	92-413	6154986	6187376	38	89.60684904	0.424074726	29.72168865	USP42_2
ENST00000292377.2	GPC2	7	357-492	99769503	99768894	20	51.79299282	0.386152622	25.52508193	GPC2_2
ENST00000222673.5	OGDH	7	170-1024	44687349	44747598	157	367.5064641	0.42720337	120.5773932	OGDH_2
ENST00000342771.4	AUTS2	7	1-52	69064640	69064795	6	36.56500826	0.164091307	25.5495561	AUTS2_1
ENST00000222725.5	LFNG	7	1-91	2559496	2559768	0	50.56149212	0	50.56149212	LFNG_1
ENST00000255977.2	MKRN1	7	261-404	140156657	140154919	22	55.77657925	0.394430786	26.61944805	MKRN1_2
ENST00000339077.5	KLHL7	7	50-416	23163423	23207525	31	111.9689398	0.276862495	82.31535273	KLHL7_2
ENST00000339077.5	KLHL7	7	417-587	23207526	23213917	31	54.022478	0.57383521	11.60934909	KLHL7_3
ENST00000247930.4	ZNF777	7	638-832	149129451	149128867	21	123.8398986	0.169573782	85.40094804	ZNF777_2
ENST00000399034.2	SEPT7	7	1-321	35840820	35930365	44	78.02445061	0.563925791	14.8371854	SEPT7_1
ENST00000399034.2	SEPT7	7	322-439	35930366	35943903	1	22.12928688	0.045188984	20.17447586	SEPT7_2
ENST00000275766.1	ZC3HAV1L	7	1-125	138720763	138719415	5	26.08371684	0.191690472	17.0421692	ZC3HAV1L_1
ENST00000275364.3	GNA12	7	1-54	2883795	2883634	3	32.45069754	0.092447936	26.72804135	GNA12_1
ENST00000223357.3	AEBP1	7	1-84	44144265	44144516	18	35.80812858	0.50267916	10.85534322	AEBP1_1
ENST00000222718.5	HOXA2	7	1-197	27142119	27140885	42	93.82263409	0.447653175	28.62406743	HOXA2_1
ENST00000251527.5	ESYT2	7	1-117	158622253	158621903	2	33.88492119	0.059023304	30.0029678	ESYT2_1
ENST00000468694.1	DBNL	7	27-152	44084415	44096484	24	51.4041621	0.466888264	18.24838915	DBNL_2
ENST00000395749.2	CAMK2B	7	1-322	44365020	44279243	22	116.7128457	0.188496818	76.85977567	CAMK2B_1
ENST00000395749.2	CAMK2B	7	535-667	44260495	44259661	28	58.32829606	0.480041453	15.76945675	CAMK2B_3
ENST00000223023.4	WASL	7	213-279	123335912	123332911	1	19.32630322	0.051742953	30.72967239	WASL_2
ENST00000397560.2	JHDM1D	7	1-456	139876737	139810955	71	147.8843251	0.480104974	39.97177825	JHDM1D_1
ENST00000313375.3	MLXIPL	7	1-211	73038822	73020427	49	83.43244494	0.587301499	14.2102184	MLXIPL_1
ENST00000313375.3	MLXIPL	7	726-853	73010182	73008195	33	59.5366852	0.554280103	11.8279286	MLXIPL_3
ENST00000428135.3	SNX13	7	758-826	17841237	17838348	3	20.22674315	0.14831849	23.00312616	SNX13_2
ENST00000265742.3	ANKIB1	7	1-804	91924293	92027053	123	220.2196224	0.558533335	42.9192225	ANKIB1_1
ENST00000288828.4	WIPI2	7	1-367	5230051	5267822	73	146.9163788	0.496881291	37.18871305	WIPI2_1
ENST00000262186.5	KCNH2	7	1-864	150675001	150645944	155	368.593066	0.420517949	123.7733481	KCNH2_1
ENST00000292616.5	LRWD1	7	1-56	102105528	102106351	3	21.242977	0.141223144	15.66664643	LRWD1_1
ENST00000357234.5	IRF5	7	1-121	128582136	128586066	33	55.86832637	0.590674576	10.98830972	IRF5_1
ENST00000357234.5	IRF5	7	260-515	128587580	128588872	56	97.00672619	0.577279558	20.47744609	IRF5_3
ENST00000242351.5	ZC3HAV1	7	1-217	138794077	138768572	41	82.863132	0.494791821	21.14959667	ZC3HAV1_1
ENST00000297323.7	ADCY1	7	1-546	45614143	45717500	75	252.9997552	0.296442975	125.2329783	ADCY1_1
ENST00000297323.7	ADCY1	7	547-1120	45717501	45753594	137	237.3930753	0.577101922	42.4560386	ADCY1_2
ENST00000352689.6	MKLN1	7	454-559	131128426	131149056	6	32.02841123	0.187333676	31.95845578	MKLN1_2
ENST00000287878.4	PRKAG2	7	1-39	151573705	151483625	9	24.40025992	0.36884853	12.8478741	PRKAG2_1
ENST00000354926.4	C7orf55-LUC7L2	7	1-244	139045008	139094353	17	74.38844924	0.228530103	44.273461	C7orf55-LUC7L2_1
ENST00000257627.4	OCM2	7	63-110	97617735	97614270	0	12.53708025	0	12.53708025	OCM2_2
ENST00000056233.3	NFE2L3	7	1-185	26192119	26192673	25	51.89254034	0.481764813	13.93666067	NFE2L3_1
ENST00000398812.2	GRB10	7	174-595	50694660	50660649	70	144.5458999	0.484275237	38.44516653	GRB10_2
ENST00000326382.8	SRRM3	7	307-598	75896664	75914993	8	39.97366737	0.20013175	25.57472137	SRRM3_2
ENST00000357628.3	POT1	7	1-292	124537227	124491999	42	86.4580532	0.485784707	22.86101087	POT1_1
ENST00000394703.5	DMTF1	7	187-393	86808900	86815274	21	70.04260007	0.299817539	34.33876839	DMTF1_2
ENST00000360264.3	CUX1	7	1145-1517	101870916	101892322	44	146.1255095	0.301111012	71.37439402	CUX1_2
ENST00000256001.8	ACTR3B	7	1-143	152456968	152511727	13	37.57806136	0.345946532	21.55787547	ACTR3B_1
ENST00000256001.8	ACTR3B	7	144-236	152511728	152520450	0	25.62990865	0	51.25981729	ACTR3B_2
ENST00000256001.8	ACTR3B	7	237-419	152520451	152551638	38	82.89630011	0.458404054	30.51227565	ACTR3B_3
ENST00000284957.5	RABGEF1	7	1-65	66236887	66240229	5	24.63319424	0.202978142	15.64808495	RABGEF1_1
ENST00000339594.4	BAZ1B	7	1-1238	72936263	72863886	218	383.5985281	0.568302493	71.48847166	BAZ1B_1
ENST00000536178.1	SH2B2	7	1-245	101928450	101944440	20	74.53386825	0.268334389	39.90055603	SH2B2_1
ENST00000356860.3	CACNA2D1	7	1-381	82072775	81662113	66	117.2798049	0.562756734	26.6717759	CACNA2D1_1
ENST00000356860.3	CACNA2D1	7	382-427	81643795	81641551	1	14.02892003	0.071281324	20.77559823	CACNA2D1_2
ENST00000310842.4	POMZP3	7	1-138	76255381	76241062	7	43.60484324	0.160532626	30.72857162	POMZP3_1
ENST00000350796.3	CYTH3	7	137-400	6213324	6204575	43	118.0506543	0.364250417	47.7134222	CYTH3_2
ENST00000331113.4	KCND2	7	1-427	119914687	120381590	56	194.3560999	0.28813091	98.49143089	KCND2_1
ENST00000265437.5	ST7	7	49-85	116593739	116759635	0	10.80916856	0	21.61833713	ST7_2
ENST00000265437.5	ST7	7	86-586	116759636	116863034	76	154.0165227	0.493453551	48.67141035	ST7_3
ENST00000356142.4	RAC1	7	1-77	6414367	6438298	0	22.59972207	0	45.19944415	RAC1_1
ENST00000356142.4	RAC1	7	93-212	6438344	6442077	8	45.04161117	0.17761354	46.43289893	RAC1_3
ENST00000359863.4	TRRAP	7	1-2073	98478774	98555612	366	773.3993015	0.473235493	214.603492	TRRAP_1
ENST00000359863.4	TRRAP	7	3209-3378	98588099	98592338	7	70.7166951	0.098986526	57.40960078	TRRAP_3
ENST00000359863.4	TRRAP	7	3379-3860	98592339	98609978	84	229.1144629	0.366628972	91.91129651	TRRAP_4
ENST00000343526.4	TRIM24	7	1-88	138145294	138145557	7	46.39130927	0.150890331	33.44754158	TRIM24_1
ENST00000258704.3	SPDYE1	7	1-186	44040625	44044752	12	42.897166	0.279738759	22.25403111	SPDYE1_1
ENST00000541515.3	LUC7L2	7	90-313	139060816	139094362	16	66.77039583	0.239627155	55.82331698	LUC7L2_2
ENST00000310326.8	NSUN5	7	170-218	72719087	72718845	0	15.14083536	0	30.28167071	NSUN5_2
ENST00000397238.2	AGAP3	7	1-297	150783829	150815641	37	143.7049396	0.257472013	79.23140402	AGAP3_1
ENST00000479870.1	FAM115A	7	202-922	143573098	143551226	0	38.22433719	0	38.22433719	FAM115A_2
ENST00000398879.1	TNS3	7	1232-1446	47333409	47317674	45	76.89191427	0.585237088	13.22758323	TNS3_3
ENST00000408937.3	FOXP2	7	369-637	114284780	114303571	42	92.62792024	0.453427	34.81847712	FOXP2_2
ENST00000395925.3	GLI3	7	492-607	42063090	42012218	14	42.14564247	0.332181435	25.43321384	GLI3_2
ENST00000394857.3	ZP3	7	238-425	76062963	76071373	12	54.48145978	0.220258415	33.12456076	ZP3_2
ENST00000348165.5	UBE3C	7	608-1084	157009573	157060449	76	159.5737331	0.47626886	43.77016649	UBE3C_2
ENST00000404141.1	PAXIP1	7	628-1070	154759537	154735859	69	133.5279796	0.516745631	31.18342809	PAXIP1_2
ENST00000275820.3	NOM1	7	1-193	156742432	156743010	59	122.9304501	0.479946181	33.24727474	NOM1_1
ENST00000324896.4	GTF2I	7	1-313	74103463	74133256	55	93.65867874	0.587238692	15.9568068	GTF2I_1
ENST00000324896.4	GTF2I	7	314-999	74133257	74173168	1	80.36120706	0.012443815	78.37365087	GTF2I_2
ENST00000297071.4	TRA2A	7	92-283	23556044	23545178	24	80.25013733	0.299064909	39.42769514	TRA2A_2
ENST00000222574.4	HBP1	7	246-515	106827097	106841876	43	79.88879057	0.538248228	17.0334644	HBP1_2
ENST00000223398.6	CLIP2	7	1-515	73731877	73790276	138	232.234806	0.594226173	38.23801784	CLIP2_1
ENST00000248594.6	PTPN12	7	28-280	77166945	77240159	30	74.50714517	0.402645947	26.58652357	PTPN12_2
ENST00000276461.5	ERLIN2	8	1-257	37595441	37610999	36	85.3674895	0.421706205	28.54891287	ERLIN2_1
ENST00000355849.5	KHDRBS3	8	1-116	136470110	136561020	15	37.28689058	0.402286159	13.32118297	KHDRBS3_1
ENST00000423902.2	CHD7	8	952-2065	61734601	61765479	203	345.0700584	0.588286335	58.49218443	CHD7_2
ENST00000388996.4	KCNQ3	8	1-567	133492779	133146635	104	221.6409682	0.469227331	62.44061066	KCNQ3_1
ENST00000458549.2	TMEM64	8	1-194	91658133	91657552	8	87.38823967	0.091545499	72.12060366	TMEM64_1
ENST00000526683.1	PUF60	8	59-276	144904020	144899942	6	73.18686363	0.081981925	61.67875518	PUF60_2
ENST00000526683.1	PUF60	8	277-560	144899941	144898690	38	98.59210028	0.385426417	37.23830415	PUF60_3
ENST00000517970.1	WWP1	8	376-923	87437516	87479122	87	174.5879248	0.49831625	43.94143859	WWP1_2
ENST00000326558.5	SPAG11A	8	1-73	7705569	7718172	0	6.713518646	0	13.42703729	SPAG11A_1
ENST00000326558.5	SPAG11A	8	94-109	7718233	7721057	0	6.494281206	0	12.98856241	SPAG11A_3
ENST00000520810.1	IKBKB	8	1-239	42129619	42171864	33	86.06792595	0.383418093	32.720723	IKBKB_1
ENST00000452400.2	NCOA2	8	1-379	71128980	71069463	58	119.6395576	0.484789489	31.75734799	NCOA2_1
ENST00000265709.8	ANK1	8	1-293	41753998	41581083	67	123.9097394	0.540716172	26.13772295	ANK1_1
ENST00000180166.5	FGF20	8	1-78	16859541	16859308	8	27.37908156	0.292193877	13.71663258	FGF20_1
ENST00000349769.3	CPSF1	8	1-57	145634542	145627041	9	33.17230748	0.271310641	17.61410325	CPSF1_1
ENST00000396930.3	KAT6A	8	489-743	41832239	41800518	25	73.88967482	0.338342266	32.34823146	KAT6A_2
ENST00000322428.5	MAF1	8	1-212	145160587	145161753	32	76.19618194	0.419968549	25.63517552	MAF1_1
ENST00000524391.1	KCNV1	8	1-137	110986617	110986207	3	55.46966438	0.054083615	49.63191523	KCNV1_1
ENST00000524391.1	KCNV1	8	138-501	110986206	110980317	45	127.1667343	0.353866129	53.0907101	KCNV1_2
ENST00000313269.5	GRINA	8	158-372	145065952	145067009	54	91.38780095	0.590888493	15.29577958	GRINA_2
