transcript	gene	chr	n_coding_exons	cds_start	cds_end	bp	amino_acids	low_depth_exons	obs_mis	exp_mis	obs_exp	overall_chisq	n_regions	mis_z	pLI
ENST00000396865.2	SLC38A9	5	14	54922321	54993786	1686	562	.	145	156.5665322	0.926123853	0.854490833	1	0.449130995	0.755167399
ENST00000505374.1	DDX4	5	21	55034791	55112368	2175	725	.	187	225.7679552	0.828284066	6.657075615	3	1.263206056	0.998516038
ENST00000447346.2	IL31RA	5	15	55147398	55212948	2295	765	.	255	239.6064351	1.064245207	0.988962757	1	-0.486415546	2.13E-15
ENST00000381298.2	IL6ST	5	15	55236909	55272106	2757	919	.	269	256.4810251	1.04881053	0.611057803	1	-0.379163373	0.997842778
ENST00000341048.4	ANKRD55	5	11	55396009	55528740	1845	615	.	202	211.9743082	0.952945674	0.469334346	1	0.335086771	2.44E-07
ENST00000399503.3	MAP3K1	5	20	56111400	56189507	4539	1513	1	340	402.7021453	0.844296471	9.762945332	2	1.52670372	0.998072118
ENST00000285947.2	SETD9	5	6	56205472	56212729	900	300	.	91	94.67868082	0.961145627	0.142932839	1	0.183658779	0.000533498
ENST00000381213.3	MIER3	5	13	56218954	56247929	1650	550	.	121	165.1277449	0.732766017	11.79243301	1	1.679046181	0.99921643
ENST00000264779.6	GPBP1	5	11	56509957	56558579	1443	481	2	129	156.7097618	0.82317782	4.899700494	1	1.082338611	0.975851112
ENST00000423391.1	ACTBL2	5	1	56777403	56778534	1131	377	.	160	143.8859625	1.111991728	1.804638901	1	-0.657072714	6.02E-10
ENST00000274289.3	PLK2	5	14	57750409	57755786	2058	686	.	116	219.5908936	0.528255057	48.86848021	3	3.417903338	0.998863615
ENST00000396776.2	GAPT	5	1	57790363	57790837	474	158	.	57	51.85394737	1.09924129	0.510700902	1	-0.349542153	0.001630933
ENST00000282878.4	RAB3C	5	5	57879035	58147178	684	228	.	70	77.22505119	0.906441613	0.675964132	1	0.401932355	0.015496264
ENST00000340635.6	PDE4D	5	15	58270490	59189449	2430	810	.	113	215.7194447	0.523828532	48.91206877	1	3.424340057	0.983199686
ENST00000265036.5	DEPDC1B	5	11	59893579	59995920	1590	530	.	169	169.984084	0.994210729	0.005697129	1	0.035815535	2.29E-05
ENST00000508821.1	ELOVL7	5	7	60050450	60083224	846	282	.	87	87.09078818	0.998957546	9.46E-05	1	0.002951378	0.001560922
ENST00000265038.5	ERCC8	5	12	60170441	60240835	1191	397	.	138	116.9904899	1.179583059	3.77295209	1	-0.950644457	8.57E-09
ENST00000296597.5	NDUFAF2	5	4	60241082	60448782	510	170	.	49	43.48787614	1.126750818	0.698666206	1	-0.409401752	3.86E-07
ENST00000339020.3	SMIM15	5	1	60455773	60455998	225	75	.	20	22.12717365	0.903866003	0.204493705	1	0.221186033	0.228320204
ENST00000252744.5	ZSWIM6	5	14	60628099	60840144	3648	1216	"1,2,3,4,5,6,7,8,9,10,12,13,14"	2	2.825579011	0.707819527	0.241218066	1	0.238796699	0.330184634
ENST00000505642.1	C5orf64	5	3	60939190	60999860	393	131	1	47	33.96126153	1.383929745	5.005959536	1	-1.098968299	0.04110091
ENST00000407818.3	KIF2A	5	21	61602299	61681396	2235	745	1	84	183.7130153	0.457234888	54.12074593	3	3.594920133	0.999339689
ENST00000199320.4	DIMT1	5	12	61684836	61699599	942	314	.	98	105.5467408	0.92849859	0.539602604	1	0.355846188	1.47E-05
ENST00000409296.3	IPO11	5	30	61714840	61923145	3048	1016	1	261	270.625987	0.964430663	0.342389976	1	0.264954594	0.996456955
ENST00000323865.3	HTR1A	5	1	63256277	63257546	1269	423	.	129	207.5570735	0.621515797	29.73261132	1	2.667062062	0.926694463
ENST00000389100.4	RNF180	5	7	63496634	63665641	1779	593	"4,5,6,7"	135	108.3498374	1.24596403	6.554981398	1	-1.279279	5.17E-05
ENST00000334025.2	RGS7BP	5	6	63802451	63905079	774	258	.	64	98.68467289	0.648530295	12.19061175	1	1.707769903	0.978832468
ENST00000389074.5	FAM159B	5	3	63986450	64013849	483	161	"2,3"	12	11.09185028	1.081875404	0.074355125	1	-0.129935064	0.101184302
ENST00000513458.4	SREK1IP1	5	5	64020210	64064344	468	156	.	35	34.64398417	1.010276411	0.003658565	1	-0.009653697	0.656016357
ENST00000381070.3	CWC27	5	14	64064973	64314148	1419	473	.	137	132.131719	1.036844151	0.179367681	1	-0.211114748	1.02E-05
ENST00000381055.3	ADAMTS6	5	24	64447662	64769500	3354	1118	.	252	355.7410764	0.708380383	30.25293293	1	2.689183111	0.998800473
ENST00000396679.1	CENPK	5	9	64814301	64850734	810	270	.	82	71.15128284	1.15247395	1.654146762	1	-0.631165336	1.66E-08
ENST00000261308.5	PPWD1	5	11	64859137	64883223	1941	647	.	190	216.2561986	0.878587533	3.187829842	1	0.849532787	0.031785775
ENST00000231524.9	TRIM23	5	11	64887595	64920101	1725	575	.	120	188.0450492	0.638144958	24.62244417	1	2.427069804	0.066967184
ENST00000438419.2	TRAPPC13	5	13	64920887	64960438	1257	419	.	77	98.2077535	0.784052147	4.579768831	1	1.044351584	0.765500289
ENST00000381007.4	SGTB	5	10	64966072	65016634	915	305	.	52	88.11514822	0.590136895	14.80226678	1	1.881370732	0.991633523
ENST00000380985.5	NLN	5	13	65018200	65118743	2115	705	.	235	219.840011	1.06895919	1.045420557	1	-0.500611394	3.60E-07
ENST00000506030.1	ERBB2IP	5	24	65288546	65374358	4260	1420	20	419	366.8763471	1.142074171	7.405424771	1	-1.332210285	0.993356912
ENST00000334121.6	SREK1	5	12	65440204	65474696	1875	625	.	132	205.3943576	0.642666145	26.22628875	2	2.506315761	0.988373472
ENST00000403625.2	MAST4	5	29	65892483	66462879	7872	2624	.	776	869.573699	0.892391296	10.06934449	2	1.551602286	0.008130239
ENST00000256447.4	CD180	5	3	66478684	66492469	1986	662	.	218	187.0581204	1.165413186	5.118194889	1	-1.106560516	1.35E-05
ENST00000521381.1	PIK3R1	5	15	67522503	67593429	2175	725	.	159	234.699224	0.677462828	24.41581365	2	2.416685771	0.998240488
ENST00000396591.3	SLC30A5	5	16	68390082	68425444	2298	766	.	168	213.8105317	0.785742398	9.815254662	1	1.530894249	0.230512232
ENST00000256442.5	CCNB1	5	9	68463089	68473458	1302	434	.	152	128.4938331	1.182936148	4.300127615	1	-1.014783803	0.023969445
ENST00000283006.2	CENPH	5	9	68485461	68505626	744	248	.	79	66.64859446	1.185321321	2.288978786	1	-0.742916931	7.53E-05
ENST00000256441.4	MRPS36	5	4	68513656	68525052	312	104	.	29	30.896901	0.938605461	0.116459363	1	0.166941146	0.746558797
ENST00000256443.3	CDK7	5	12	68530802	68572962	1041	347	.	67	100.2176267	0.668545067	11.01014621	1	1.622746	0.001618525
ENST00000396496.2	CCDC125	5	11	68578555	68616367	1536	512	.	166	145.0213939	1.144658699	3.034737866	1	-0.853576	8.05E-06
ENST00000328663.4	TAF9	5	1	68660769	68661564	795	265	.	70	80.0915609	0.873999698	1.271539725	1	0.55154566	5.74E-05
ENST00000509734.1	RAD17	5	16	68667342	68710119	2046	682	.	220	187.5116614	1.173260363	5.628941346	1	-1.164534125	0.007697435
ENST00000325631.5	MARVELD2	5	6	68715212	68737481	1677	559	.	220	189.884285	1.158600355	4.776363073	1	-1.06956608	4.23E-11
ENST00000355237.2	OCLN	5	8	68800071	68849498	1569	523	7	103	139.3777076	0.738999096	9.494614562	2	1.503891144	0.49102545
ENST00000510979.1	GTF2H2C	5	15	68860959	68888025	1188	396	"4,8,9,11,12,13,14,15"	1	39.18274422	0.025521439	37.20826565	1	2.9828063	0.891905532
ENST00000380743.4	SMN2	5	8	69345512	69372398	885	295	"1,2,3,4,5,6,7"	0	3.383745781	0	3.383745781	1	0.899750986	0.095255983
ENST00000380707.4	SMN1	5	8	70220930	70247818	885	295	"1,2,3,4,5,6,7"	2	3.833763256	0.521680622	0.8771245	1	0.458086012	0.100971869
ENST00000517649.1	NAIP	5	14	70265930	70308742	4212	1404	"3,4,5,6,7,8,9,10,11,12,13,14"	66	65.77335165	1.003445899	0.000781007	1	-0.016192423	0.000869318
ENST00000330280.7	GTF2H2	5	15	70331503	70358590	1188	396	"1,2,4,5,6,8,9,11,13,14,15"	3	27.07314807	0.110810904	21.40558078	1	2.272939805	0.724561789
ENST00000358731.4	BDP1	5	39	70751704	70860712	7875	2625	.	873	709.1038701	1.231131343	37.88153264	1	-3.013318281	4.37E-11
ENST00000340941.6	MCCC2	5	17	70883252	70952687	1692	564	.	189	175.2675628	1.078351276	1.075953984	1	-0.508195952	4.09E-08
ENST00000296777.4	CARTPT	5	3	71015120	71016442	351	117	.	30	47.26822139	0.63467588	6.308497788	1	1.228231755	0.420347163
ENST00000296755.7	MAP1B	5	7	71403358	71501066	7407	2469	.	646	761.1596072	0.848705047	17.42306738	2	2.038160336	0.999986248
ENST00000261413.5	MRPS27	5	11	71516735	71616048	1245	415	.	134	117.9037103	1.136520637	2.19747572	1	-0.726531172	0.028586687
ENST00000380639.5	PTCD2	5	10	71616209	71654254	1167	389	.	120	115.070413	1.042839744	0.211182248	1	-0.226353207	3.49E-08
ENST00000318442.5	ZNF366	5	4	71739582	71757323	2235	745	.	308	311.0102559	0.99032104	0.029136148	3	0.083488083	0.504819504
ENST00000337273.5	TNPO1	5	24	72112564	72201237	2697	899	.	117	280.0645188	0.417760881	94.94254186	1	4.764410519	0.999998701
ENST00000430046.2	FCHO2	5	26	72251923	72383917	2433	811	"1,15"	145	158.8200912	0.912982727	1.202586646	1	0.525150108	0.999038489
ENST00000454765.2	TMEM171	5	3	72419200	72427557	975	325	.	134	117.0559393	1.144751823	2.452683679	1	-0.766016845	0.000165604
ENST00000296776.5	TMEM174	5	2	72469070	72469992	732	244	.	103	78.0524178	1.319626001	7.973895943	1	-1.381184473	0.015255886
ENST00000380591.3	BTF3	5	6	72794492	72801063	621	207	.	28	57.1087196	0.490292904	14.83692092	1	1.88077043	0.90437154
ENST00000296785.3	ANKRA2	5	8	72848621	72858706	942	314	.	78	88.23721461	0.88398076	1.187713863	1	0.530971611	0.003505038
ENST00000296792.4	UTP15	5	12	72863169	72875919	1557	519	.	129	154.3343332	0.835847716	4.158688657	1	0.996419535	0.985835503
ENST00000545377.1	ARHGEF28	5	36	72980676	73236838	5196	1732	"35,36"	493	434.261218	1.135261404	7.945090128	1	-1.380572635	1.83E-10
ENST00000302351.4	ENC1	5	1	73930540	73932310	1770	590	.	97	199.2354905	0.486861049	52.4610123	1	3.542703641	0.879896897
ENST00000261416.7	HEXB	5	14	73981085	74017000	1671	557	.	170	172.3064092	0.98661449	0.030872464	1	0.088808835	1.49E-05
ENST00000296805.3	GFM2	5	20	74017479	74059567	2340	780	.	230	228.4292912	1.006876127	0.010800393	1	-0.051984515	1.23E-08
ENST00000296802.5	NSA2	5	6	74063185	74072496	783	261	.	73	84.0191514	0.868849528	1.445166912	2	0.587414567	0.686235241
ENST00000389156.4	FAM169A	5	12	74077284	74137501	2013	671	.	175	189.9424059	0.921331912	1.175490503	1	0.530305252	0.998576225
ENST00000322348.4	GCNT4	5	1	74324500	74325862	1362	454	.	133	124.6299282	1.067159405	0.562129047	1	-0.366721185	0.021235042
ENST00000287936.4	HMGCR	5	19	74638430	74656167	2667	889	.	147	287.3792502	0.511519186	68.57257044	1	4.050319039	0.999836645
ENST00000380494.5	COL4A3BP	5	18	74675170	74807669	2259	753	1	123	235.3014976	0.522733604	53.59773099	1	3.57975015	0.979474243
ENST00000241436.4	POLK	5	14	74842847	74893843	2613	871	.	262	230.7322133	1.13551548	4.23726913	1	-1.008616	6.00E-07
ENST00000428202.2	POC5	5	11	74970259	75008762	1728	576	.	163	140.1859193	1.162741599	3.712799983	1	-0.997222704	0.002138162
ENST00000502798.2	SV2C	5	12	75427575	75621372	2184	728	.	256	252.5301371	1.013740391	0.047677275	1	-0.108010115	6.36E-05
ENST00000274364.6	IQGAP2	5	36	75699370	76003138	4728	1576	.	467	472.2517346	0.988879375	0.058402573	1	0.115664819	4.10E-15
ENST00000296641.4	F2RL2	5	2	75913406	75919055	1125	375	.	132	109.0484928	1.21047065	4.830618641	1	-1.07502279	7.37E-07
ENST00000319211.4	F2R	5	2	76012132	76029328	1278	426	.	113	140.6631796	0.80333745	5.440311438	2	1.139340228	0.041238488
ENST00000296677.4	F2RL1	5	2	76115007	76129626	1194	398	.	110	113.0671008	0.972873623	0.083199333	1	0.139599534	0.002022517
ENST00000317593.4	S100Z	5	2	76171184	76173657	300	100	.	37	32.70230814	1.131418609	0.564796688	1	-0.36758886	0.009594703
ENST00000274368.4	CRHBP	5	7	76248959	76264710	969	323	.	85	123.9253586	0.685896744	12.22658185	1	1.699001647	0.98959447
ENST00000312916.7	AGGF1	5	14	76326591	76359077	2145	715	.	225	230.5987729	0.975720717	0.135934192	1	0.271523932	6.10E-05
ENST00000255198.2	ZBED3	5	1	76372998	76373703	705	235	.	7	29.58220878	0.236628713	17.23860977	1	2.030801992	0.078436436
ENST00000264917.5	PDE8B	5	22	76506750	76722379	2658	886	.	173	323.1070958	0.535426186	69.73582597	1	4.083814668	0.986862336
ENST00000296679.4	WDR41	5	13	76728959	76788045	1380	460	.	169	138.6679713	1.218738533	6.634783473	1	-1.26026765	2.52E-06
ENST00000306422.3	OTP	5	3	76926088	76934374	978	326	.	71	141.1354528	0.503062828	34.8529136	1	2.887708993	0.848003249
ENST00000380377.4	TBCA	5	4	76987242	77072081	327	109	.	27	34.12990754	0.791095023	1.489473169	1	0.593183398	0.716435529
ENST00000255194.6	AP3B1	5	27	77298725	77590403	3285	1095	.	325	310.9155645	1.045299873	0.638023135	2	-0.393582252	0.99538603
ENST00000538629.1	SCAMP1	5	9	77656495	77771491	1017	339	.	52	82.4129315	0.63096894	11.22331636	1	1.634881925	0.84227628
ENST00000380345.2	LHFPL2	5	2	77784719	77806036	687	229	.	66	87.99259715	0.750063098	5.496761602	1	1.149818173	0.015014468
ENST00000264914.4	ARSB	5	8	78076219	78281071	1602	534	.	163	197.1566974	0.826753552	5.91752649	2	1.188243548	0.001261753
ENST00000255189.3	DMGDH	5	16	78293904	78365443	2601	867	1	253	246.2314375	1.02748862	0.186058444	1	-0.211436168	8.90E-17
ENST00000255192.3	BHMT2	5	8	78365605	78384397	1092	364	.	114	115.6078306	0.986092373	0.022361109	1	0.073361344	2.74E-12
ENST00000274353.5	BHMT	5	8	78407708	78426939	1221	407	.	139	127.7073743	1.088425792	0.998559371	1	-0.490100875	0.000316952
ENST00000334082.6	HOMER1	5	9	78671831	78808597	1065	355	.	52	106.0916087	0.49014244	27.57901562	3	2.568393371	0.995922024
ENST00000453514.1	PAPD4	5	14	78915471	78981096	1455	485	.	132	139.9536848	0.943169165	0.452014548	1	0.324462426	0.00095687
ENST00000446378.2	CMYA5	5	13	78985730	79095439	12210	4070	"1,5"	1237	1055.755761	1.171672507	31.11465294	1	-2.726263284	3.81E-43
ENST00000512560.1	MTX3	5	7	79279506	79286027	756	252	.	79	62.43411679	1.265333828	4.395489205	1	-1.027815253	0.100351117
ENST00000350881.2	THBS4	5	22	79331360	79378964	2886	962	.	307	339.0791964	0.905393204	3.034909993	1	0.847809821	1.74E-08
ENST00000512721.1	SERINC5	5	12	79439485	79551741	1386	462	12	102	122.2727851	0.834200349	3.361220696	1	0.906152508	0.000839904
ENST00000296739.4	SPZ1	5	1	79616034	79617327	1293	431	.	135	107.4891942	1.2559402	7.041121129	1	-1.297888158	0.001510593
ENST00000338008.5	ZFYVE16	5	17	79729966	79773196	4620	1540	.	488	405.9884302	1.202004697	16.56672228	1	-1.991616471	1.30E-08
ENST00000282226.4	FAM151B	5	6	79783942	79837651	831	277	.	84	77.76907221	1.080120897	0.499227521	1	-0.349646343	8.21E-07
ENST00000338682.3	ANKRD34B	5	1	79854293	79855838	1545	515	.	154	143.5426582	1.072851806	0.761836237	1	-0.426923213	2.53E-09
ENST00000439211.2	DHFR	5	6	79924905	79950308	564	188	.	28	53.15479021	0.526763437	11.90416646	2	1.684192701	0.276594318
ENST00000265081.6	MSH3	5	24	79950546	80171681	3414	1138	.	436	340.9060452	1.27894476	26.52596038	1	-2.523502626	4.57E-23
ENST00000265080.4	RASGRF2	5	27	80256557	80521589	3714	1238	.	303	445.5243486	0.68009751	45.59389403	2	3.299908441	0.998743354
ENST00000424301.2	CKMT2	5	9	80546951	80562077	1260	420	.	149	177.6930063	0.838524842	4.633207736	1	1.052827605	7.87E-10
ENST00000254037.2	ZCCHC9	5	5	80600576	80608481	816	272	.	91	84.57100954	1.076018845	0.488724429	1	-0.341938868	0.007473948
ENST00000307624.3	ACOT12	5	15	80626212	80689933	1668	556	.	207	188.7283358	1.096814631	1.768964436	1	-0.655264112	1.29E-11
ENST00000320672.4	SSBP2	5	17	80716322	81046861	1086	362	.	53	105.8616806	0.500653302	26.39630564	1	2.50883879	0.976772519
ENST00000282185.3	ATG10	5	6	81283389	81549244	663	221	.	72	67.54535977	1.065950352	0.293785089	1	-0.265113194	0.001685054
ENST00000296674.8	RPS23	5	4	81571927	81574142	432	144	.	9	49.32409393	0.182466606	32.96629338	1	2.806047686	0.878578938
ENST00000380167.4	ATP6AP1L	5	4	81601220	81614119	675	225	.	70	78.34694875	0.893461725	0.889269519	1	0.461246656	0.139629451
ENST00000502346.1	TMEM167A	5	4	82352902	82373142	219	73	.	22	22.7832061	0.965623534	0.026923858	1	0.079091256	0.388457895
ENST00000511817.1	XRCC4	5	7	82400738	82649061	1011	337	.	111	85.8580674	1.292831336	7.362345715	1	-1.327113547	0.001250643
ENST00000265077.3	VCAN	5	14	82779337	82876253	10191	3397	.	1094	977.9198446	1.118701094	13.77884144	1	-1.817364569	0.999750598
ENST00000274341.4	HAPLN1	5	4	82937314	82969342	1065	355	.	123	122.2275805	1.006319519	0.004881319	1	-0.034172289	0.260833365
ENST00000296591.5	EDIL3	5	11	83239237	83680192	1443	481	.	134	148.5862673	0.901833005	1.431890029	1	0.584932886	4.09E-05
ENST00000509578.1	COX7C	5	2	85913872	85915286	192	64	.	17	21.13273617	0.804439135	0.808201462	1	0.43972042	0.545791853
ENST00000274376.6	RASA1	5	25	86564268	86686700	3144	1048	6	234	346.6198207	0.675091227	36.59116778	2	2.960915908	0.999998286
ENST00000256897.4	CCNH	5	9	86690262	86708611	972	324	.	99	104.6988387	0.945569227	0.310192193	1	0.270525441	0.004729763
ENST00000296595.6	TMEM161B	5	12	87492027	87564540	1464	488	.	125	128.1204802	0.975644173	0.076001875	1	0.134015737	0.003685002
ENST00000340208.5	MEF2C	5	10	88018420	88119605	1452	484	.	48	164.5911118	0.291631787	82.58943753	3	4.460038169	0.004246174
ENST00000283122.3	CETN3	5	5	89689880	89705478	504	168	.	43	44.35559746	0.969437962	0.041429821	1	0.099148106	0.01132078
ENST00000316610.6	MBLAC2	5	2	89756983	89770109	840	280	.	88	107.718959	0.816940683	3.609739166	1	0.92602212	0.0002801
ENST00000399107.1	POLR3G	5	7	89781384	89807956	672	224	.	68	60.33278736	1.127082022	0.974364889	1	-0.48096966	6.43E-05
ENST00000315948.6	LYSMD3	5	2	89814635	89821106	921	307	.	96	91.53251595	1.048807618	0.218047253	1	-0.228397485	0.77181509
ENST00000405460.2	GPR98	5	90	89854712	90459717	18921	6307	.	2015	1687.811348	1.193853805	63.42676508	1	-3.907834177	8.11E-24
ENST00000265138.3	ARRDC3	5	8	90667216	90678909	1245	415	.	96	132.5378226	0.724321542	10.07269062	1	1.551973836	0.978746962
ENST00000395965.3	FAM172A	5	10	92956692	93410456	1251	417	.	126	140.3098953	0.898012216	1.459434511	2	0.590140652	0.018287109
ENST00000510627.4	POU5F2	5	1	93076282	93077269	987	329	.	113	122.885477	0.919555367	0.795233568	1	0.436174799	0.001008753
ENST00000329378.7	KIAA0825	5	3	93855947	93872831	975	325	.	93	78.20434758	1.189192198	2.799222002	1	-0.821919333	4.26E-07
ENST00000265140.5	ANKRD32	5	20	93964515	94031017	3177	1059	"1,2,3,4,5,6,7,8,9,10,11,12,13"	133	116.8441738	1.138268136	2.233835977	1	-0.732496633	0.003641903
ENST00000515393.1	MCTP1	5	23	94043200	94620279	3000	1000	.	248	319.0700895	0.777258691	15.83024478	1	1.942782876	0.009889118
ENST00000283357.5	FAM81B	5	10	94727093	94785986	1359	453	.	142	128.4799269	1.105231015	1.422731015	1	-0.584120655	5.12E-06
ENST00000358746.2	TTC37	5	40	94800310	94882854	4695	1565	.	476	422.6288178	1.126283821	6.739916838	1	-1.271352942	7.99E-20
ENST00000380009.4	ARSK	5	8	94890982	94939230	1611	537	.	184	151.9868424	1.210631112	6.742966966	1	-1.27153038	0.00461421
ENST00000458310.1	RFESD	5	5	94987975	94992013	633	211	"1,2"	47	45.30195673	1.03748278	0.063647382	1	-0.119560254	0.000253688
ENST00000274432.8	SPATA9	5	5	94994326	95018558	765	255	.	73	71.09303553	1.026823506	0.051151473	1	-0.111340041	0.002189742
ENST00000379982.3	RHOBTB3	5	12	95067386	95128878	1836	612	.	160	206.5393247	0.774670878	10.48666519	1	1.583367646	0.000533732
ENST00000379979.4	GLRX	5	2	95152216	95158366	321	107	.	30	36.71319363	0.817144929	1.227541497	1	0.541919767	0.000187399
ENST00000237853.4	ELL2	5	12	95224574	95297425	1923	641	.	153	205.2049349	0.745596104	13.28113883	1	1.780022749	0.998288545
ENST00000311106.3	PCSK1	5	14	95728704	95768746	2262	754	.	223	249.1543171	0.895027638	2.74548043	1	0.80879524	0.089639821
ENST00000395812.2	CAST	5	29	95998126	96107383	2253	751	1	259	206.3823888	1.254952041	13.41496738	1	-1.796153894	1.56E-06
ENST00000296754.3	ERAP1	5	19	96098903	96139629	2847	949	.	322	285.7372598	1.126909386	4.602082083	1	-1.069077901	9.99E-18
ENST00000437043.3	ERAP2	5	18	96215389	96253309	2883	961	.	328	274.5814421	1.194545405	10.39233498	1	-1.57780512	3.18E-22
ENST00000231368.5	LNPEP	5	18	96271859	96364237	3078	1026	1	277	284.2334563	0.974551003	0.184084206	1	0.205349238	0.998308426
ENST00000274382.4	LIX1	5	6	96430451	96478280	849	283	.	86	89.87187143	0.956917872	0.166808459	1	0.199767708	0.016674688
ENST00000509481.1	CTD-2215E18.1	5	3	96438766	96519261	318	106	"1,3"	27	36.9836798	0.730051746	2.695076932	1	0.810282473	2.44E-05
ENST00000283109.3	RIOK2	5	10	96498764	96518895	1659	553	.	177	172.4319247	1.026492051	0.121017684	1	-0.170894204	0.001140112
ENST00000308234.7	RGMB	5	4	98106372	98129457	1437	479	2	125	136.4536281	0.916062121	0.961393252	1	0.473006749	0.060755423
ENST00000284049.3	CHD1	5	35	98192083	98262090	5133	1711	.	329	474.3697638	0.693551792	44.54830356	3	3.261512249	0.999999999
ENST00000312637.4	FAM174A	5	3	99871234	99921888	573	191	.	57	83.72146423	0.680828991	8.528716706	1	1.427770327	0.000618294
ENST00000231461.5	ST8SIA4	5	5	100147550	100238659	1080	360	.	78	110.4738617	0.706049366	9.545712228	1	1.511196901	0.675929296
ENST00000310954.6	SLCO4C1	5	13	101572561	101631966	2175	725	.	258	212.3509693	1.214969731	9.813159862	1	-1.531705098	1.37E-06
ENST00000506729.1	SLCO6A1	5	13	101709055	101834548	2160	720	.	246	229.4881268	1.071950883	1.188043851	1	-0.534762908	2.71E-06
ENST00000304400.7	PAM	5	25	102201899	102364769	2925	975	.	295	291.3265467	1.012609401	0.046320047	1	-0.105855878	0.030444397
